PPID,Final50,Day,Time,Valence,Arousal,Word1,Intensity1,Word2,Intensity2,Word3,Intensity3,Word4,Intensity4,Phrase,InferredValence
18,1,6,12:46,28,19,relieved,3,guilty,3,,,,,relieved guilty  ,0.545700659
18,1,6,13:26,45,17,happy,4,uncomfortable,2,,,,,happy uncomfortable  ,0.606405368
18,1,6,16:06,17,-14,exhausted,3,neutral,4,,,,,exhausted neutral  ,0.342277884
18,1,7,11:36,17,13,focused,3,,,,,,,focused   ,0.701466017
18,1,7,12:18,23,16,restless,3,,,,,,,restless   ,0.415293332
18,1,7,12:36,18,-1,confused,3,bored,3,,,,,confused bored  ,0.218236336
18,1,7,12:53,16,14,impatient,3,uncomfortable,3,,,,,impatient uncomfortable  ,0.458542067
18,1,7,13:05,24,6,happy,3,,,,,,,happy   ,0.820155087
18,1,7,13:52,27,4,conflicted,3,,,,,,,conflicted   ,0.624765084
18,1,7,14:30,39,-36,exhausted,4,,,,,,,exhausted   ,0.264861025
18,1,7,15:27,10,-2,stressed,3,unintelligent,2,,,,,stressed unintelligent  ,0.185078076
18,1,7,16:02,0,9,mentalky exhausted,3,,,,,,,mentalky exhausted   ,0.264861025
18,1,7,17:17,13,11,entertained,3,,,,,,,entertained   ,0.795920736
18,1,8,9:18,11,4,conflicted,3,,,,,,,conflicted   ,0.624765084
18,1,8,9:59,9,-12,bored,3,,,,,,,bored   ,0.29013928
18,1,8,11:18,6,-5,stressed,3,distracted,3,bored,3,,,stressed distracted bored ,0.300383116
18,1,8,12:12,-23,27,stressed,4,upset,4,,,,,stressed upset  ,0.193428864
18,1,8,14:05,2,-12,confused,3,exhausted,2,,,,,confused exhausted  ,0.283880522
18,1,8,15:50,-14,16,stressed,3,impatient,3,,,,,stressed impatient  ,0.398007553
18,1,9,10:06,24,22,relieved,4,,,,,,,relieved   ,0.875601453
18,1,9,10:36,20,9,apathetic,3,stressed,2,bored,2,,,apathetic stressed bored ,0.349651025
18,1,9,11:25,14,-19,focused,3,excited,3,guilty,2,,,focused excited guilty ,0.750426579
18,1,9,12:16,0,0,bored,2,,,,,,,bored   ,0.29013928
18,1,9,12:31,-4,-25,exhausted,4,,,,,,,exhausted   ,0.264861025
18,1,9,13:07,6,7,surprised,3,hungry,3,,,,,surprised hungry  ,0.256029819
18,1,9,14:01,6,-3,focused,3,studious,3,,,,,focused studious  ,0.684320579
18,1,10,10:49,18,4,relaxed,3,,,,,,,relaxed   ,0.831419917
18,1,10,11:35,15,14,happy,3,industrious,3,,,,,happy industrious  ,0.826172854
18,1,10,14:45,23,-1,satisfied,4,relaxed,3,,,,,satisfied relaxed  ,0.899500971
18,1,10,15:51,17,1,relaxed,3,excited,3,,,,,relaxed excited  ,0.842364166
18,1,10,16:05,13,0,content,4,,,,,,,content   ,0.874681131
18,1,10,16:37,20,13,happy,4,,,,,,,happy   ,0.820155087
18,1,11,10:58,16,-1,happy,3,stressed,2,,,,,happy stressed  ,0.338281259
18,1,11,12:03,7,2,motivated,3,,,,,,,motivated   ,0.848575046
18,1,11,12:12,30,-3,guilty,3,,,,,,,guilty   ,0.429676397
18,1,11,13:18,32,4,content,3,,,,,,,content   ,0.874681131
18,1,11,13:32,20,9,sympathetic,3,,,,,,,sympathetic   ,0.562244948
18,1,11,15:21,19,5,hopeful,3,,,,,,,hopeful   ,0.812748614
18,1,11,16:54,17,4,content,3,,,,,,,content   ,0.874681131
18,1,11,17:15,6,-3,conflicted,3,,,,,,,conflicted   ,0.624765084
18,1,11,17:30,8,-3,unfocused,3,,,,,,,unfocused   ,0.473355563
18,1,12,13:25,-8,-22,worn out,3,stressed,3,,,,,worn out stressed  ,0.217964853
18,1,12,14:01,4,2,neutral,3,tired,2,,,,,neutral tired  ,0.348380474
18,1,12,14:53,-11,1,frustrated,3,worn out,3,,,,,frustrated worn out  ,0.170367952
18,1,12,15:04,5,-6,guilty,2,stressed,2,conflicted,2,,,guilty stressed conflicted ,0.342220899
18,1,12,15:47,19,-8,motivated,2,worn out,2,hopeful,3,confused,3,motivated worn out hopeful confused,0.853373149
18,1,12,16:41,34,-2,happy,3,worn out,3,stressed,3,,,happy worn out stressed ,0.321595951
18,1,13,10:52,-18,10,defeated,3,overwhelmed,3,,,,,defeated overwhelmed  ,0.296769552
18,1,13,11:05,0,10,enterained,3,unfocused,3,,,,,enterained unfocused  ,0.346886979
18,1,13,11:32,-2,-2,defeated,3,relaxed,3,,,,,defeated relaxed  ,0.630019172
18,1,13,13:16,-24,1,defeated,3,happy,3,,,,,defeated happy  ,0.594020898
18,1,13,13:47,-1,7,focused,3,,,,,,,focused   ,0.701466017
18,1,13,14:59,13,3,relaxex,3,happy,3,,,,,relaxex happy  ,0.813834699
18,1,13,15:34,17,-4,relaxed,3,neutral,3,,,,,relaxed neutral  ,0.717149376
18,1,14,10:54,34,6,happy,4,,,,,,,happy   ,0.820155087
18,1,14,11:23,44,5,productive,3,focused,3,,,,,productive focused  ,0.674948094
18,1,14,12:53,18,10,happy,3,,,,,,,happy   ,0.820155087
18,1,14,13:59,14,10,focused,4,,,,,,,focused   ,0.701466017
18,1,14,15:26,22,0,calm,3,avoiding,3,,,,,calm avoiding  ,0.788647923
18,1,14,15:33,18,-12,relaxed,4,,,,,,,relaxed   ,0.831419917
18,1,14,16:32,35,8,happy,4,relaxed,3,,,,,happy relaxed  ,0.834210016
19,1,1,10:39,-8,-29,tired,4,bored,3,anxious,2,,,tired bored anxious ,0.386367987
19,1,1,11:00,0,-28,tired,4,amused,3,,,,,tired amused  ,0.524284913
19,1,1,12:10,6,33,startled,5,confused,3,,,,,startled confused  ,0.318459246
19,1,1,16:05,15,10,embarrassed,3,aware,2,concerned,2,,,embarrassed aware concerned ,0.227794971
19,1,1,16:15,-10,27,flustered,4,rushed,3,confused,2,,,flustered rushed confused ,0.284068402
19,1,1,16:39,-2,35,flustered,4,nervous,2,,,,,flustered nervous  ,0.377535152
19,1,1,17:03,8,31,embarrassed,4,confused,3,flustered,4,,,embarrassed confused flustered ,0.260282015
19,1,1,17:17,0,30,rushed,4,worried,3,relieved,4,,,rushed worried relieved ,0.448677773
19,1,1,17:25,14,33,uncomfortable,3,awkward,3,amused,3,,,uncomfortable awkward amused ,0.491705595
19,1,1,18:25,19,25,happy,3,content,3,,,,,happy content  ,0.906411897
19,1,1,18:58,-18,13,annoyed,4,frustrated,3,,,,,annoyed frustrated  ,0.114872932
19,1,2,11:58,-50,-11,annoyed,3,tired,2,overwhelmed,2,,,annoyed tired overwhelmed ,0.253724911
19,1,2,12:21,6,20,frustrated,3,annoyed,2,worried,3,,,frustrated annoyed worried ,0.237825901
19,1,2,12:59,0,28,annoyed,4,frustrated,2,confused,2,,,annoyed frustrated confused ,0.158070857
19,1,2,13:21,28,18,happy,4,relieved,2,joy,3,,,happy relieved joy ,0.857184421
19,1,2,14:03,13,15,content,3,bored,2,,,,,content bored  ,0.614354393
19,1,2,16:50,7,49,angry,3,proud,3,annoyed,3,,,angry proud annoyed ,0.144244092
19,1,2,17:12,8,34,worried,3,relieved,4,"nervous
nervous",2,,,"worried relieved nervous
nervous ",0.43193614
19,1,2,17:29,-19,26,annoyed,3,frustrated,2,tired,3,overwhelmed,2,annoyed frustrated tired overwhelmed,0.179511291
19,1,2,18:26,22,10,content,4,tired,2,,,,,content tired  ,0.509485954
19,1,2,18:52,-21,6,annoyed,3,tired,3,,,,,annoyed tired  ,0.299502207
19,1,3,10:49,7,14,concerned,3,annoyed,2,overwhelmed,3,,,concerned annoyed overwhelmed ,0.326512054
19,1,3,11:16,-15,18,embarrassed,2,annoyed,2,confused,2,,,embarrassed annoyed confused ,0.156275419
19,1,3,11:48,-21,23,nervous,3,worried,2,,,,,nervous worried  ,0.290313553
19,1,3,12:31,-6,21,annoyed,2,"
flustered",2,rushed,3,,,"annoyed 
flustered rushed ",0.285137861
19,1,3,13:46,-17,26,worried,4,confused,3,,,,,worried confused  ,0.27359318
19,1,3,14:13,0,14,overwhelmed,3,frustrated,2,,,,,overwhelmed frustrated  ,0.304811981
19,1,3,14:30,10,30,nervous,2,excited,3,curious,2,,,nervous excited curious ,0.466286677
19,1,4,10:31,18,28,excited,4,surprised,3,happy,3,,,excited surprised happy ,0.847902572
19,1,4,11:15,-27,47,startled,3,scared,4,surprised,3,,,startled scared surprised ,0.267517238
19,1,4,12:26,23,-17,happy,3,surprised,2,grateful,3,,,happy surprised grateful ,0.904122346
19,1,4,12:47,-17,24,nervous,2,relieved,3,,,,,nervous relieved  ,0.638136908
19,1,4,13:15,-12,42,nervous,3,flustered,2,,,,,nervous flustered  ,0.364427749
19,1,4,14:27,3,45,relieved,3,nervous,2,excited,2,,,relieved nervous excited ,0.764871113
19,1,4,14:45,12,17,frustrated,2,determined,3,relieved,2,,,frustrated determined relieved ,0.341945675
19,1,4,15:23,23,33,happy,3,amused,3,proud,2,,,happy amused proud ,0.846317843
19,1,4,16:15,32,17,happy,3,excited,2,,,,,happy excited  ,0.875154855
19,1,5,13:08,15,-3,content,3,calm,3,,,,,content calm  ,0.847398406
19,1,5,13:35,-18,31,worried,3,concerned,2,upset,2,,,worried concerned upset ,0.278233545
19,1,5,13:46,-10,26,annoyed,3,startled,3,,,,,annoyed startled  ,0.196342123
19,1,5,14:15,18,27,surprised,3,distracted,3,,,,,surprised distracted  ,0.261618472
19,1,5,14:56,-20,32,confused,3,worried,2,,,,,confused worried  ,0.271036642
19,1,5,15:30,-22,8,disgusted,2,surprised,3,,,,,disgusted surprised  ,0.23045617
19,1,5,16:35,-27,1,confused,3,concerned,2,frustrated,2,,,confused concerned frustrated ,0.271140578
19,1,5,19:00,6,-18,content,2,,,,,,,content   ,0.874681131
19,1,6,10:35,-23,7,worried,3,surprised,3,concerned,2,,,worried surprised concerned ,0.289695086
19,1,6,11:45,9,30,excited,3,happy,2,energized,3,,,excited happy energized ,0.701141814
19,1,6,12:30,-20,-1,annoyed,2,frustrated,3,rushed,2,,,annoyed frustrated rushed ,0.19455395
19,1,6,13:11,-22,3,annoyed,3,frustrated,2,,,,,annoyed frustrated  ,0.114872932
19,1,6,14:15,-5,-24,bored,3,tired,4,uninterested,2,,,bored tired uninterested ,0.224754424
19,1,6,15:12,2,-14,interested,2,tired,2,,,,,interested tired  ,0.349587347
19,1,6,16:10,-17,26,embarrassed,2,,,,,,,embarrassed   ,0.300919276
19,1,6,17:10,9,16,happy,2,excited,3,proud,3,,,happy excited proud ,0.925329081
19,1,7,11:43,2,17,content,3,excited,2,,,,,content excited  ,0.89053439
19,1,7,12:25,-33,26,frustrated,4,disappointed,3,,,,,frustrated disappointed  ,0.110802801
19,1,7,14:00,-11,11,confused,3,frustrated,2,,,,,confused frustrated  ,0.23779221
19,1,7,14:26,-8,34,confused,4,startled,2,embarrassed,3,,,confused startled embarrassed ,0.32072915
19,1,7,14:46,-18,16,frustrated,2,confused,3,,,,,frustrated confused  ,0.248058146
19,1,7,16:57,8,7,happy,3,excited,4,surprised,2,,,happy excited surprised ,0.872406732
19,1,7,17:33,23,20,excited,3,fired up,3,proud,4,,,excited fired up proud ,0.70180322
19,1,7,18:23,-22,15,rushed,4,frustrated,2,,,,,rushed frustrated  ,0.355912731
19,1,7,19:10,-2,40,nervous,3,proud,2,,,,,nervous proud  ,0.588968222
19,1,8,11:25,12,35,excited,3,proud,2,,,,,excited proud  ,0.926713306
19,1,8,11:32,-15,17,confused,2,embarrassed,3,,,,,confused embarrassed  ,0.195271234
19,1,8,12:58,-10,8,surprised,3,focused,3,,,,,surprised focused  ,0.444257091
19,1,8,13:31,-2,13,content,3,tired,2,,,,,content tired  ,0.509485954
19,1,8,14:14,0,18,confused,3,focused,2,calm,2,,,confused focused calm ,0.681712741
19,1,8,14:35,20,5,happy,3,excited,3,relieved,2,surprised,4,happy excited relieved surprised,0.731337586
19,1,8,15:06,10,21,nervous,3,excited,3,,,,,nervous excited  ,0.456076265
19,1,8,17:12,-1,23,focused,3,nervous,2,rushed,3,,,focused nervous rushed ,0.539226236
19,1,9,11:07,11,13,happy,3,excited,2,,,,,happy excited  ,0.875154855
19,1,9,11:36,0,2,confused,3,curious,2,amused,2,,,confused curious amused ,0.672158878
19,1,9,11:49,2,27,excited,3,,,,,,,excited   ,0.917852793
19,1,9,13:57,2,-30,bored,3,tired,2,,,,,bored tired  ,0.311485421
19,1,9,14:52,8,-1,content,3,focused,3,,,,,content focused  ,0.703187184
19,1,9,15:31,-14,20,worried,2,focused,2,relieved,3,,,worried focused relieved ,0.620213394
19,1,9,16:26,-20,32,nervous,3,,,,,,,nervous   ,0.395997219
19,1,10,11:21,-23,22,angry,2,disappointed,4,sad,2,,,angry disappointed sad ,0.106045129
19,1,10,12:32,28,5,content,3,excited,2,proud,2,,,content excited proud ,0.905573422
19,1,10,13:39,-18,17,frustrated,3,rushed,2,,,,,frustrated rushed  ,0.214206695
19,1,10,14:19,7,7,excited,3,nervous,2,curious,2,,,excited nervous curious ,0.493038229
19,1,10,14:54,-5,16,annoyed,2,surprised,3,disappointed,2,,,annoyed surprised disappointed ,0.11260847
19,1,10,15:14,-2,10,moved,2,inspired,3,impressed,2,,,moved inspired impressed ,0.670791096
19,1,10,15:45,23,19,excited,3,curious,2,,,,,excited curious  ,0.830508486
19,1,10,16:10,6,26,excited,4,worried,2,,,,,excited worried  ,0.566543956
19,1,10,17:01,-38,25,annoyed,4,bothered,3,frustrated,2,distracted,3,annoyed bothered frustrated distracted,0.156679325
19,1,11,11:38,25,12,excited,2,surprised,3,,,,,excited surprised  ,0.873009948
19,1,11,12:09,-20,20,frustrated,2,surprised,3,,,,,frustrated surprised  ,0.397865658
19,1,11,14:11,0,7,nervous,2,tired,2,rushed,3,,,nervous tired rushed ,0.415520755
19,1,11,14:22,-15,9,frustrated,2,confused,2,,,,,frustrated confused  ,0.248058146
19,1,11,16:58,-24,-2,overwhelmed,3,annoyed,2,bored,2,,,overwhelmed annoyed bored ,0.22956132
19,1,11,17:58,4,12,excited,2,happy,3,,,,,excited happy  ,0.846759191
19,1,11,19:12,-21,-7,frustrated,2,tired,3,overwhelmed,2,nervous,2,frustrated tired overwhelmed nervous,0.33794035
19,1,12,9:49,-15,12,annoyed,2,frustrated,3,,,,,annoyed frustrated  ,0.114872932
19,1,12,11:59,-13,17,nervous,2,prepared,2,focused,2,,,nervous prepared focused ,0.463079485
19,1,12,12:05,-26,13,frustrated,3,annoyed,4,angry,2,,,frustrated annoyed angry ,0.178342392
19,1,12,13:34,-23,32,nervous,2,focused,3,,,,,nervous focused  ,0.529098718
19,1,12,16:10,14,13,excited,3,curious,2,,,,,excited curious  ,0.830508486
19,1,12,16:41,13,-6,content,2,happy,3,,,,,content happy  ,0.834750413
19,1,12,16:53,10,9,bored,2,focused,2,content,3,,,bored focused content ,0.430842969
19,1,13,11:50,13,20,relieved,4,happy,2,,,,,relieved happy  ,0.799225254
19,1,13,12:21,-13,9,bored,2,content,3,,,,,bored content  ,0.547213807
19,1,13,12:38,-11,23,annoyed,2,frustrated,2,shocked,3,offended,2,annoyed frustrated shocked offended,0.176407003
19,1,13,13:31,12,-9,content,3,,,,,,,content   ,0.874681131
19,1,13,13:43,-13,22,frustrated,3,confused,3,,,,,frustrated confused  ,0.248058146
19,1,13,14:54,31,18,amused,3,surprised,2,,,,,amused surprised  ,0.710122398
19,1,13,15:58,5,-33,tired,3,bored,2,,,,,tired bored  ,0.267292428
19,1,13,16:49,-3,17,bored,2,tired,3,,,,,bored tired  ,0.311485421
19,1,14,12:11,10,25,excited,2,happy,3,,,,,excited happy  ,0.846759191
19,1,14,12:37,-10,19,bored,2,,,,,,,bored   ,0.29013928
19,1,14,13:07,2,12,annoyed,2,tired,3,,,,,annoyed tired  ,0.299502207
19,1,14,14:01,-23,11,shocked,3,frustrated,2,,,,,shocked frustrated  ,0.186137946
19,1,14,14:58,0,28,nervous,2,confident,3,,,,,nervous confident  ,0.542495022
19,1,14,15:33,-22,17,annoyed,3,tired,3,,,,,annoyed tired  ,0.299502207
19,1,14,15:52,-22,27,annoyed,2,tired,2,bored,3,,,annoyed tired bored ,0.25613742
19,1,14,16:13,18,27,excited,3,,,,,,,excited   ,0.917852793
19,1,14,16:24,12,18,happy,3,,,,,,,happy   ,0.820155087
19,1,14,17:13,26,4,excited,2,proud,3,,,,,excited proud  ,0.926713306
21,1,1,13:15,4,-50,tired,4,,,,,,,tired   ,0.354044171
21,1,1,13:30,1,16,tired,3,surprise,3,,,,,tired surprise  ,0.540104536
21,1,1,14:20,20,27,bored,4,giddy,2,,,,,bored giddy  ,0.394290583
21,1,1,14:47,27,19,pleasant,4,,,,,,,pleasant   ,0.875745794
21,1,1,15:48,15,17,pleasant,3,hungry,4,tired,2,,,pleasant hungry tired ,0.364400339
21,1,2,9:03,21,21,embarassed,2,calm,3,,,,,embarassed calm  ,0.477472797
21,1,2,12:13,9,-30,tired,4,calm,4,,,,,tired calm  ,0.659559284
21,1,2,12:48,16,10,happy,3,distracted,4,tired,2,,,happy distracted tired ,0.453835602
21,1,2,13:15,20,20,happy,3,hopeful,2,calm,3,,,happy hopeful calm ,0.781987985
21,1,2,13:44,11,9,tired,4,restless,3,neutral,4,,,tired restless neutral ,0.455371233
21,1,2,13:58,25,25,hopeful,3,happy,3,calm,4,distracted,3,hopeful happy calm distracted,0.692053462
21,1,2,14:11,6,26,bored,2,confused,4,calm,3,,,bored confused calm ,0.317764679
21,1,2,14:21,22,20,giggly,3,calm,2,bored,4,hungry,5,giggly calm bored hungry,0.559882138
21,1,2,14:30,0,20,confused,4,spacy,4,calm,2,hungry,5,confused spacy calm hungry,0.261327768
21,1,2,15:39,18,6,anxious,2,calm,3,happy,4,tired,2,anxious calm happy tired,0.554699181
21,1,2,16:29,12,-50,tired,5,calm,3,,,,,tired calm  ,0.659559284
21,1,2,16:40,3,-50,tired,5,,,,,,,tired   ,0.354044171
21,1,3,9:57,-5,-35,anxious,4,worn out,5,,,,,anxious worn out  ,0.21915078
21,1,3,10:04,-16,-40,anxious,4,worn out,5,,,,,anxious worn out  ,0.21915078
21,1,3,10:13,-30,-50,anxious,3,worn out,5,,,,,anxious worn out  ,0.21915078
21,1,3,10:20,-30,-35,anxious,3,worn out,5,hungry,5,,,anxious worn out hungry ,0.317954231
21,1,3,10:34,-37,-50,worn out,5,,,,,,,worn out   ,0.342935184
21,1,3,10:45,-24,-34,worn out,5,,,,,,,worn out   ,0.342935184
21,1,3,11:03,-20,-50,tired,5,hungry,3,worn out,5,,,tired hungry worn out ,0.351812717
21,1,3,12:22,-24,26,anxiety,4,scared,2,worn out,5,frustrated,2,anxiety scared worn out frustrated,0.257855346
21,1,3,15:00,23,28,amused,3,happy,4,anxious,2,,,amused happy anxious ,0.541180066
21,1,3,16:20,11,21,annoyed,3,energized,3,happy,2,anxious,2,annoyed energized happy anxious,0.370763958
21,1,3,17:05,13,11,bored,2,calm,4,anxious,2,,,bored calm anxious ,0.502707219
21,1,4,11:05,7,-23,tiref,4,worn out,5,,,,,tiref worn out  ,0.264724387
21,1,4,11:25,5,17,neutral,4,anxious,2,worn out,4,,,neutral anxious worn out ,0.313989053
21,1,4,11:31,11,11,neutral,4,worn out,3,,,,,neutral worn out  ,0.440033173
21,1,4,12:15,14,0,neutral,4,tired,4,anxious,2,,,neutral tired anxious ,0.431662793
21,1,4,12:40,18,24,happy,2,worn out,4,neutral,4,,,happy worn out neutral ,0.55317318
21,1,4,12:48,7,1,bored,3,worn out,4,neutral,2,,,bored worn out neutral ,0.337679231
21,1,4,12:55,8,0,bored,5,worn out,3,neutral,2,,,bored worn out neutral ,0.337679231
21,1,4,15:37,-20,29,annoyed,5,uncomfortable,4,anxious,2,,,annoyed uncomfortable anxious ,0.268157488
21,1,4,16:05,19,14,amused,3,anxious,2,neutral,3,,,amused anxious neutral ,0.424912164
21,1,4,16:13,17,12,amused,4,worn out,4,,,,,amused worn out  ,0.459461141
21,1,4,16:24,18,0,amused,3,calm,4,neutral,4,,,amused calm neutral ,0.477700865
21,1,5,9:40,1,-19,calm,4,amused,2,worn out,4,,,calm amused worn out ,0.525868522
21,1,5,10:25,10,-3,calm,4,amused,3,worn out,2,awkward,2,calm amused worn out awkward,0.585887003
21,1,5,10:45,6,0,calm,4,bored,4,worn out,5,,,calm bored worn out ,0.63393863
21,1,5,10:51,6,-50,bored,4,confused,4,,,,,bored confused  ,0.205109205
21,1,5,11:14,-20,-32,worn out,5,bored,4,,,,,worn out bored  ,0.209265067
21,1,5,11:48,12,-4,calm,3,bored,3,worn out,3,,,calm bored worn out ,0.63393863
21,1,5,12:29,9,-50,calm,4,,,,,,,calm   ,0.806252189
21,1,5,12:35,5,-50,calm,4,,,,,,,calm   ,0.806252189
21,1,5,12:41,-12,-50,calm,4,worn,4,,,,,calm worn  ,0.513072287
21,1,5,12:53,0,-50,calm,2,worn,4,,,,,calm worn  ,0.513072287
21,1,5,13:00,2,-50,calm,3,,,,,,,calm   ,0.806252189
21,1,5,13:06,10,7,calm,3,tired,2,done,3,,,calm tired done ,0.674900331
21,1,5,13:13,8,19,calm,3,tired,2,,,,,calm tired  ,0.63031659
21,1,5,13:35,1,20,amused,3,neutral,4,,,,,amused neutral  ,0.465156175
21,1,5,13:57,6,6,bored,3,anxious,2,neutral,4,,,bored anxious neutral ,0.476619738
21,1,5,14:27,-7,20,annoyed,3,neutral,2,worn out,4,,,annoyed neutral worn out ,0.350392643
21,1,5,14:37,10,7,amused,3,tired,4,,,,,amused tired  ,0.504053429
21,1,5,15:19,13,20,amused,2,happy,3,serene,3,,,amused happy serene ,0.811993973
21,1,5,15:50,14,10,amused,3,,,,,,,amused   ,0.881390859
21,1,5,16:06,20,18,anxious,2,amused,3,neutral,4,,,anxious amused neutral ,0.396901269
21,1,5,16:20,14,4,amused,2,neutral,4,,,,,amused neutral  ,0.465156175
21,1,5,16:29,12,20,amused,4,neutral,4,,,,,amused neutral  ,0.465156175
21,1,6,10:44,-20,-30,calm,3,bored,4,worn out,4,,,calm bored worn out ,0.63393863
21,1,6,11:06,-11,-21,worn out,4,bored,4,,,,,worn out bored  ,0.209265067
21,1,6,11:52,14,-31,calm,4,bored,5,worn out,5,,,calm bored worn out ,0.63393863
21,1,6,12:11,-11,23,anxious,3,bored,5,,,,,anxious bored  ,0.447446584
21,1,6,12:30,24,16,calm,4,bored,2,tired,3,,,calm bored tired ,0.616427092
21,1,6,12:48,19,20,anxious,3,tired,5,,,,,anxious tired  ,0.394360971
21,1,6,13:15,8,-17,calm,4,bored,3,tired,5,,,calm bored tired ,0.616427092
21,1,6,14:49,23,24,tired,4,happy,3,,,,,tired happy  ,0.553159829
21,1,6,15:21,16,19,amused,3,calm,3,tired,5,,,amused calm tired ,0.596545786
21,1,6,15:33,16,19,happy,4,calm,3,tired,3,,,happy calm tired ,0.64590072
21,1,6,16:01,14,17,calm,3,anxious,2,tired,4,,,calm anxious tired ,0.606698666
21,1,7,10:26,18,-37,calm,4,annoyed,3,worn out,4,,,calm annoyed worn out ,0.502057275
21,1,7,10:34,-10,-23,calm,4,anxious,2,,,,,calm anxious  ,0.637410442
21,1,7,10:58,2,-10,calm,4,worn out,3,,,,,calm worn out  ,0.513072287
21,1,7,11:04,13,-14,calm,3,tired,4,,,,,calm tired  ,0.63031659
21,1,7,11:11,5,-22,calm,3,sad,2,,,,,calm sad  ,0.661118362
21,1,7,11:18,6,-23,calm,4,sleepy,4,worn out,2,sad,2,calm sleepy worn out sad,0.422383379
21,1,7,11:27,-19,-11,annoyed,3,worn out,4,,,,,annoyed worn out  ,0.143428562
21,1,7,13:41,-4,-13,sad,2,calm,4,bored,4,,,sad calm bored ,0.282245182
21,1,7,15:00,-13,-17,sad,2,bored,4,tired,4,,,sad bored tired ,0.164827568
21,1,8,10:41,6,14,calm,2,jittery,4,worn ot,4,,,calm jittery worn ot ,0.370254424
21,1,8,12:10,10,13,calm,3,uncomfortable,4,worn out,4,,,calm uncomfortable worn out ,0.502956018
21,1,8,12:40,-4,13,calm,3,bored,4,uncomfortable,4,,,calm bored uncomfortable ,0.706241107
21,1,8,12:48,-12,15,bored,4,worn out,4,uncomfortable,3,,,bored worn out uncomfortable ,0.303619628
21,1,8,13:32,-5,20,tired,4,worn out,4,uncomfortable,4,,,tired worn out uncomfortable ,0.380471969
21,1,8,13:49,-16,15,bored,4,uncomfortable,4,,,,,bored uncomfortable  ,0.350757467
21,1,8,14:05,-17,8,uncomfortable,4,tired,5,bored,3,,,uncomfortable tired bored ,0.334907148
21,1,8,14:13,-17,8,worn out,4,uncomfortable,4,,,,,worn out uncomfortable  ,0.407142141
21,1,8,14:21,-14,15,amused,3,tired,4,uncomfortable,4,,,amused tired uncomfortable ,0.613364218
21,1,8,14:50,7,19,tired,3,uncomfortable,4,,,,,tired uncomfortable  ,0.336636205
21,1,8,15:10,10,9,calm,3,uncomfortable,3,,,,,calm uncomfortable  ,0.59415672
21,1,8,15:18,12,17,worn out,3,uncomfortable,4,,,,,worn out uncomfortable  ,0.407142141
21,1,8,15:34,3,2,tired,4,uncomfortable,2,,,,,tired uncomfortable  ,0.336636205
21,1,8,16:22,3,-9,calm,3,uncomfortable,4,,,,,calm uncomfortable  ,0.59415672
21,1,8,16:30,3,-13,hungry,4,uncomfortable,3,tired,3,,,hungry uncomfortable tired ,0.293398456
21,1,9,9:30,14,15,amused,2,worn out,4,uncomfortable,2,,,amused worn out uncomfortable ,0.46873922
21,1,9,9:52,15,7,tired,4,sad,2,uncomfortable,3,focused,2,tired sad uncomfortable focused,0.211770343
21,1,9,10:04,7,15,tired,3,uncomfortable,2,,,,,tired uncomfortable  ,0.336636205
21,1,9,11:08,-5,-11,tired,4,annoyed,2,,,,,tired annoyed  ,0.264611371
21,1,9,11:41,15,5,tired,4,uncomfortable,2,happy,2,,,tired uncomfortable happy ,0.381080147
21,1,9,12:07,8,-5,tired,3,uncomfortable,3,calm,4,,,tired uncomfortable calm ,0.573715415
21,1,9,12:24,11,7,tired,4,uncomfortable,3,calm,4,,,tired uncomfortable calm ,0.573715415
21,1,9,12:41,2,-16,calm,4,tired,4,uncomfortable,2,,,calm tired uncomfortable ,0.542736061
21,1,9,13:01,15,-15,tired,4,serene,3,calm,4,,,tired serene calm ,0.715077035
21,1,9,13:10,13,-16,tired,4,calm,4,,,,,tired calm  ,0.659559284
21,1,9,13:34,6,-19,tired,4,calm,3,uncomfortable,2,,,tired calm uncomfortable ,0.449119227
21,1,9,13:54,8,-15,calm,4,tired,4,,,,,calm tired  ,0.63031659
21,1,9,14:01,10,-19,tired,3,calm,4,,,,,tired calm  ,0.659559284
21,1,9,14:08,9,-35,tired,3,,,,,,,tired   ,0.354044171
21,1,9,14:36,2,-24,calm,4,,,,,,,calm   ,0.806252189
21,1,9,14:46,6,-46,calm,3,tired,4,,,,,calm tired  ,0.63031659
21,1,9,15:07,-1,-13,calm,4,hungry,4,,,,,calm hungry  ,0.394040318
21,1,9,15:56,19,15,calm,3,tired,2,,,,,calm tired  ,0.63031659
21,1,9,16:13,16,13,calm,3,amused,2,uncomfortable,2,,,calm amused uncomfortable ,0.548827791
21,1,10,10:08,24,-20,tired,3,uncomfortable,4,amused,4,,,tired uncomfortable amused ,0.573657972
21,1,10,10:17,11,-17,tired,4,amused,3,calm,4,,,tired amused calm ,0.69327274
21,1,10,10:26,14,-21,tired,3,calm,4,,,,,tired calm  ,0.659559284
21,1,10,10:32,15,-26,tired,4,calm,4,uncomfortable,2,,,tired calm uncomfortable ,0.449119227
21,1,10,11:00,12,-21,tired,2,calm,4,,,,,tired calm  ,0.659559284
21,1,10,11:21,20,-35,tired,3,calm,4,,,,,tired calm  ,0.659559284
21,1,10,11:41,-7,-30,tired,4,,,,,,,tired   ,0.354044171
