ParticipantID,Notification Time,Session Name,WeekNumber,NotificationNumber,Completed Session,Session Instance,Session Length,Valence,Intensity,Arousal,Emotion
28774-251047,58:39.0,Survey,3,100,1,63,04:00.2,2,2,2,Concentrated and with anxiety 
28774-251047,10:58.0,Survey,3,101,1,64,00:31.3,2,2,2,Concentrated 
28774-251047,29:23.0,Survey,3,103,1,65,01:11.3,3,1,2,"Stressed inside and calm on the  outside at the same time, i dont know how to describe it"
28774-251047,03:33.0,Survey,3,104,1,66,01:04.2,3,1,3,"Detached from reality but still doing what I need to do, just in a detached way"
28774-251047,39:51.0,Survey,3,105,1,67,00:41.9,4,0,3,Deconcentrated
28774-251047,44:10.0,Survey_Sleep,3,20,1,5,00:58.7,3,1,3,Sleepy
28774-251047,23:14.0,Survey_Sleep,3,21,1,6,00:47.9,1,1,2,Nervous but happy to take an exam so that I can move on
28774-251047,16:41.0,Survey,4,109,1,68,00:50.8,4,0,4,Calm an relaxed
28774-251047,12:19.0,Survey,4,110,1,69,00:37.7,5,1,5,Relaxed
28774-251047,31:18.0,Survey,4,113,1,70,00:45.2,5,1,5,Happy and less stressed 
28774-251047,07:48.0,Survey,4,114,1,71,01:41.4,3,1,4,Done with exams so I feel more relaxed and I feel like I have a weight off of me. However I still feel the usual anxiety that I always have but I am familiar with this
28774-251047,51:01.0,Survey,4,115,1,72,00:46.1,3,1,3,Distracted and not starting what I am supposed to do
28774-251047,24:34.0,Survey,4,119,1,74,01:05.9,3,1,3,Happy and less frustrated than normal 
28774-251047,53:14.0,Survey,4,120,1,75,02:35.6,3,1,3,"Unable to concentrate, not even for a minute"
28774-251047,31:36.0,Survey,4,126,1,76,01:06.2,5,1,3,"Cant seem to concentrate, I am going to uninstall tik tok from my phone. That usually seems to help"
28774-251047,32:02.0,Survey,4,127,1,77,01:12.1,4,0,2,"Trying to understand how to improve my life, especially my mental health and cycle so that I can feel more energy"
28774-251047,26:03.0,Survey,4,128,1,78,00:35.1,4,0,4,Concentrated 
28774-251047,46:05.0,Survey,4,129,1,79,00:40.3,5,1,3,Cant seem to focus
28774-251047,22:30.0,Survey,4,130,1,80,00:45.7,5,1,6,"Concentrated on the task, at least in the last few minutes"
28774-251047,15:34.0,Survey,4,131,1,81,00:41.7,3,1,3,Without energies
28774-251047,55:08.0,Survey,4,132,1,82,01:10.5,2,2,2,No energy
28774-251047,31:01.0,Survey,4,133,1,83,00:50.4,4,0,3,Trying to get interested in what I am doing so that maybe I am more motivated to do stuff
28774-251047,05:22.0,Survey,4,134,1,84,00:48.9,3,1,3,Concentrated in what I am doing but pausing every 5 minutes 
28774-251047,31:24.0,Survey,4,135,1,85,00:39.6,3,1,4,Concentrated and also I have anxiety coming back
28774-251047,41:08.0,Survey,4,138,1,86,02:12.3,5,1,2,Tired and stressed. I have eyes ticks
28774-251047,43:35.0,Survey,4,139,1,87,00:50.7,4,0,4,Concentrated on the task in order to finish what I procrastinated yesterday 
28774-251047,04:51.0,Survey,4,140,1,88,00:40.4,4,0,4,"Concentrated on the task, surprisingly "
28774-251047,19:31.0,Survey_Sleep,4,26,1,7,00:41.8,3,1,3,Stressed about upcoming exams
28774-251047,50:58.0,Survey_Sleep,4,27,1,8,01:02.2,3,1,3,Have no motivation whatsoever 
28774-251475,01:18.0,Survey,1,1,1,1,01:50.5,5,1,3,Moody 
28774-251475,34:20.0,Survey,1,2,1,2,01:29.3,6,2,3,Relief 
28774-251475,55:24.0,Survey,1,3,1,3,02:04.7,5,1,3,Unfocus 
28774-251475,05:51.0,Survey,1,4,1,4,02:08.8,4,0,3,happy that I'm understanding what I'm studying 
28774-251475,38:36.0,Survey,1,5,1,5,01:50.9,5,1,3,Hopeful about the future 
28774-251475,39:46.0,Survey,1,6,1,6,01:24.4,2,2,5,Tired 
28774-251475,10:27.0,Survey,1,7,1,7,01:22.7,6,2,5,Tranquil 
28774-251475,43:20.0,Survey,1,8,1,8,01:06.5,3,1,3,sleepy
28774-251475,28:18.0,Survey,1,9,1,9,00:57.8,5,1,5,Focused 
28774-251475,17:46.0,Survey,1,10,1,10,01:02.5,6,2,3,Dreaming 
28774-251475,40:48.0,Survey,1,11,1,11,01:18.8,6,2,3,Happy
28774-251475,18:20.0,Survey,1,12,1,12,01:02.7,5,1,5,neutral 
28774-251475,25:33.0,Survey,1,13,1,13,01:03.6,6,2,2,sleepy 
28774-251475,03:42.0,Survey,1,14,1,14,01:20.7,1,1,3,Frustrated 
28774-251475,23:45.0,Survey,1,15,1,15,01:46.6,4,0,3,Enjoying my evening 
28774-251475,08:11.0,Survey,1,18,1,16,00:59.6,3,1,5,I'm not feeling good because of the heat
28774-251475,08:04.0,Survey,1,19,1,17,00:54.4,4,0,6,Very tired 
28774-251475,42:21.0,Survey,1,20,1,18,00:56.2,4,0,3,neutral 
28774-251475,20:23.0,Survey,1,21,1,19,04:01.7,6,2,3,Tired but happy
28774-251475,17:20.0,Survey,1,22,1,20,02:05.9,2,2,3,tired
28774-251475,42:24.0,Survey,1,23,1,21,02:35.4,6,2,3,neutral 
28774-251475,26:06.0,Survey,1,24,1,22,01:39.3,4,0,3,energetic 
28774-251475,13:42.0,Survey,1,25,1,23,04:35.3,5,1,3,happy
28774-251475,47:37.0,Survey,1,26,1,24,00:48.1,2,2,2,anxious 
28774-251475,16:47.0,Survey,1,27,1,25,01:02.1,2,2,3,Anxious 
28774-251475,35:25.0,Survey,1,28,1,26,00:44.7,4,0,3,trying to focus
28774-251475,14:14.0,Survey,1,29,1,27,01:32.6,4,0,3,felling down about the fact that I'm not able to concentrate much 
28774-251475,35:57.0,Survey,1,30,1,28,01:34.0,3,1,5,tired
28774-251475,28:15.0,Survey,1,31,1,29,00:58.5,6,2,3,sleepy 
28774-251475,58:25.0,Survey,1,32,1,30,00:48.3,2,2,2,tired
28774-251475,15:38.0,Survey,1,33,1,31,01:14.4,4,0,2,feeling hopeful
28774-251475,01:30.0,Survey,1,34,1,32,00:50.7,4,0,2,tired
28774-251475,52:35.0,Survey,1,35,1,33,01:21.3,4,0,3,neutral 
28774-251475,30:21.0,Survey_Sleep,1,1,1,1,01:53.5,4,0,2,Trying to stay focus in class
28774-251475,14:37.0,Survey_Sleep,1,2,1,2,01:11.4,3,1,3,anxious 
28774-251475,28:58.0,Survey_Sleep,1,4,1,3,00:55.8,2,2,3,anxious 
28774-251475,22:17.0,Survey_Sleep,1,5,1,4,01:12.1,6,2,3,happy that I'm able to focus on what I'm studying better
28774-251475,14:36.0,Survey_Sleep,1,6,1,5,01:52.3,3,1,3,Unsure about a decision that I have to do 
28774-251475,59:13.0,Survey_Sleep,1,7,1,6,02:20.4,2,2,3,i have an headache that it's making it difficult to concentrate on my studies 
28774-251475,33:16.0,Survey,2,36,1,34,02:08.9,2,2,3,disappointed in myself 
28774-251475,55:27.0,Survey,2,37,1,35,00:46.4,2,2,3,sad
28774-251475,47:10.0,Survey,2,38,1,36,02:17.3,2,2,2,tired
28774-251475,31:02.0,Survey,2,39,1,37,00:41.3,4,0,2,tired
28774-251475,43:09.0,Survey,2,40,1,38,01:01.2,5,1,2,fine
28774-251475,51:22.0,Survey,2,41,1,39,01:09.4,4,0,3,frustrated with a person I know
28774-251475,48:43.0,Survey,2,42,1,40,01:09.2,2,2,2,angry 
28774-251475,16:05.0,Survey,2,43,1,41,02:04.4,4,0,2,neutral 
28774-251475,28:22.0,Survey,2,44,1,42,01:00.8,3,1,5,very angry 
28774-251475,51:55.0,Survey,2,45,1,43,00:51.4,5,1,3,calm
28774-251475,16:05.0,Survey,2,46,1,44,00:52.9,4,0,3,fine
28774-251475,15:25.0,Survey,2,47,1,45,00:45.4,5,1,5,tired 
28774-251475,10:56.0,Survey,2,48,1,46,01:44.7,3,1,3,i have and headache but I'm trying to ignore it to study 
28774-251475,31:59.0,Survey,2,49,1,47,01:02.7,2,2,5,tired 
28774-251475,11:30.0,Survey,2,50,1,48,01:48.7,5,1,3,neutral 
28774-251475,58:01.0,Survey,2,51,1,49,00:51.7,6,2,5,happy 
28774-251475,45:00.0,Survey,2,52,1,50,00:42.4,2,2,2,tired
28774-251475,15:13.0,Survey,2,53,1,51,01:47.4,2,2,3,I'm unable to focus and that is giving me an headache 
28774-251475,28:52.0,Survey,2,54,1,52,00:38.9,4,0,5,neutral 
28774-251475,48:02.0,Survey,2,55,1,53,01:39.6,4,0,5,neutral
28774-251475,45:35.0,Survey,2,56,1,54,00:36.2,5,1,5,happy
28774-251475,33:30.0,Survey,2,57,1,55,01:29.0,2,2,3,I'm feeling guilty about a decision that I made
28774-251475,20:40.0,Survey,2,58,1,56,00:38.4,2,2,3,sad
28774-251475,07:11.0,Survey,2,59,1,57,01:06.3,3,1,3,anxious about an exam I have to take in a few days 
28774-251475,39:23.0,Survey,2,60,1,58,00:37.7,5,1,2,fine
28774-251475,52:49.0,Survey,2,61,1,59,02:00.2,3,1,5,angry with someone 
28774-251475,34:34.0,Survey,2,62,1,60,00:53.2,3,1,2,tired
28774-251475,23:19.0,Survey,2,63,1,61,01:07.4,3,1,5,really hungry 
28774-251475,06:15.0,Survey,2,64,1,62,00:44.8,2,2,3,exhausted 
28774-251475,34:31.0,Survey,2,65,1,63,00:55.3,2,2,3,tired 
28774-251475,26:59.0,Survey,2,66,1,64,01:24.1,3,1,5,tired
28774-251475,47:58.0,Survey,2,67,1,65,00:39.9,5,1,2,fine
28774-251475,07:37.0,Survey,2,69,1,66,01:05.4,2,2,3,frustrated with the fact that I can't concentrate 
28774-251475,12:40.0,Survey,2,70,1,67,02:07.9,4,0,2,neutral 
28774-251475,45:32.0,Survey_Sleep,2,9,1,7,00:52.1,5,1,3,I'm feeling okay
28774-251475,32:51.0,Survey_Sleep,2,10,1,8,00:54.1,5,1,6,neutral 
28774-251475,27:17.0,Survey_Sleep,2,11,1,9,00:54.5,3,1,3,upset
28774-251475,11:44.0,Survey_Sleep,2,12,1,10,01:19.9,4,0,3,I'm a little bit tired 
28774-251475,02:56.0,Survey_Sleep,2,13,1,11,01:31.6,3,1,3,fine 
28774-251475,22:15.0,Survey_Sleep,2,14,1,12,01:19.6,4,0,3,my head feels a bit cloudy but I'm able to work anyway
28774-251475,30:50.0,Survey,3,71,1,68,01:01.4,2,2,3,"sad, tired"
28774-251475,59:31.0,Survey,3,72,1,69,00:53.6,2,2,1,tired 
28774-251475,59:05.0,Survey,3,73,1,70,01:39.8,4,0,2,okay
28774-251475,35:20.0,Survey,3,74,1,71,01:43.9,4,0,2,neutral 
28774-251475,21:56.0,Survey,3,75,1,72,00:57.2,5,1,2,fine
28774-251475,41:17.0,Survey,3,76,1,73,00:50.9,5,1,3,focused 
28774-251475,55:44.0,Survey,3,77,1,74,02:00.4,2,2,3,needing to relax but I have to work 
28774-251475,41:22.0,Survey,3,78,1,75,00:56.2,2,2,4,angry 
28774-251475,14:47.0,Survey,3,79,1,76,00:48.9,4,0,5,fine 
28774-251475,17:37.0,Survey,3,80,1,77,00:51.7,4,0,3,okay
28774-251475,24:36.0,Survey,3,81,1,78,01:04.1,4,0,5,fine
28774-251475,16:50.0,Survey,3,82,1,79,00:49.4,4,0,4,tired 
28774-251475,42:30.0,Survey,3,83,1,80,01:54.6,3,1,2,frustrated with the topic that I'm studying
28774-251475,29:28.0,Survey,3,84,1,81,01:12.2,3,1,2,really tired
28774-251475,53:27.0,Survey,3,85,1,82,01:21.9,1,1,3,exhausted 
28774-251475,10:12.0,Survey,3,86,1,83,01:36.5,6,2,5,happy
28774-251475,54:18.0,Survey,3,87,1,84,00:46.2,3,1,2,angry
28774-251475,13:16.0,Survey,3,88,1,85,00:52.6,4,0,3,tired
28774-251475,14:54.0,Survey,3,89,1,86,01:31.2,3,1,3,tired
28774-251475,33:03.0,Survey,3,90,1,87,02:24.8,6,2,3,refreshed 
28774-251475,46:03.0,Survey,3,91,1,88,00:31.7,3,1,2,angry
28774-251475,37:20.0,Survey,3,92,1,89,01:28.4,3,1,5,less angry but still upset 
28774-251475,34:35.0,Survey,3,93,1,90,00:39.4,1,1,3,tired
28774-251475,10:57.0,Survey,3,94,1,91,00:59.8,4,0,4,okay
28774-251475,46:43.0,Survey,3,95,1,92,01:08.5,5,1,4,fine
28774-251475,41:35.0,Survey,3,96,1,93,01:30.6,1,1,3,in pain
28774-251475,03:03.0,Survey,3,97,1,94,00:37.8,4,0,4,okay
28774-251475,58:39.0,Survey,3,98,1,95,01:09.2,4,0,4,fine
28774-251475,45:00.0,Survey,3,99,1,96,00:39.7,4,0,5,fine 
28774-251475,50:29.0,Survey,3,100,1,97,01:36.2,2,2,4,tired
28774-251475,55:01.0,Survey,3,101,1,98,00:29.8,3,1,5,sad
28774-251475,03:40.0,Survey,3,102,1,99,00:33.7,4,0,3,fine
28774-251475,46:23.0,Survey,3,103,1,100,00:39.5,3,1,4,tired
28774-251475,15:11.0,Survey_Sleep,3,15,1,13,01:38.5,3,1,3,I feel scared that I can't control what I'm feeling 
28774-251475,35:37.0,Survey_Sleep,3,16,1,14,01:06.8,5,1,5,fine
28774-251475,47:04.0,Survey_Sleep,3,17,1,15,01:00.8,5,1,5,tired but happy that I'm able to do my work 
28774-251475,29:42.0,Survey_Sleep,3,18,1,16,00:37.2,5,1,3,happy
28774-251475,20:47.0,Survey_Sleep,3,19,1,17,00:49.2,3,1,3,frustrated 
28774-251475,52:33.0,Survey_Sleep,3,20,1,18,01:29.6,1,1,3,i have a cold an feel really bad
28774-251475,28:37.0,Survey_Sleep,3,21,1,19,01:03.3,3,1,4,sad
28774-251475,25:05.0,Survey,4,106,1,101,00:42.9,3,1,3,anxious 
28774-251475,54:14.0,Survey,4,107,1,102,00:57.8,4,0,4,okay 
28774-251475,10:27.0,Survey,4,108,1,103,01:05.3,3,1,4,tired 
28774-251475,37:21.0,Survey,4,109,1,104,00:37.2,2,2,5,anxious 
28774-251475,22:30.0,Survey,4,110,1,105,01:19.6,2,2,3,anxious 
28774-251475,28:31.0,Survey,4,111,1,106,01:17.2,5,1,6,fine
28774-251475,10:38.0,Survey,4,112,1,107,01:49.1,3,1,3,the weather is too hot to do anything but I need to study 
28774-251475,40:06.0,Survey,4,114,1,108,00:34.6,3,1,3,anxious 
28774-251475,05:15.0,Survey,4,115,1,109,00:31.8,5,1,4,okau
28774-251475,20:14.0,Survey,4,116,1,110,01:35.6,6,2,4,calm
28774-251475,32:01.0,Survey,4,117,1,111,01:04.9,2,2,4,tired
28774-251475,46:13.0,Survey,4,118,1,112,02:08.7,6,2,4,tired
28774-251475,06:33.0,Survey,4,119,1,113,01:25.3,2,2,3,tired
28774-251475,44:55.0,Survey,4,120,1,114,00:46.0,4,0,3,fine 
28774-251475,48:03.0,Survey,4,122,1,116,02:46.7,5,1,3,happy
28774-251475,21:17.0,Survey,4,123,1,117,00:52.8,3,1,5,angry 
28774-251475,31:28.0,Survey,4,124,1,118,00:42.9,6,2,5,fine 
28774-251475,43:34.0,Survey,4,125,1,119,00:35.8,3,1,2,tired
28774-251475,24:05.0,Survey,4,126,1,120,00:53.5,3,1,4,worried about an exam 
28774-251475,30:03.0,Survey,4,127,1,121,04:52.6,2,2,3,i have an headache and I'm tired 
28774-251475,53:00.0,Survey,4,128,1,122,00:46.1,2,2,3,tired 
28774-251475,49:48.0,Survey,4,129,1,123,01:32.4,1,1,5,tired
28774-251475,12:52.0,Survey,4,130,1,124,00:39.2,2,2,4,exhausted 
28774-251475,16:53.0,Survey,4,131,1,125,00:59.0,4,0,3,neutral 
28774-251475,44:50.0,Survey,4,132,1,126,01:03.4,4,0,3,tired
28774-251475,50:25.0,Survey,4,133,1,127,01:03.7,2,2,4,frustrated 
28774-251475,05:45.0,Survey,4,134,1,128,01:14.1,3,1,4,trying to exit an uncomfortable situation 
28774-251475,50:33.0,Survey,4,135,1,129,01:08.7,3,1,4,tired 
28774-251475,07:47.0,Survey,4,136,1,130,00:52.8,5,1,5,fine 
28774-251475,39:04.0,Survey,4,137,1,131,00:31.3,2,2,4,tired
28774-251475,32:11.0,Survey,4,138,1,132,00:49.9,2,2,3,really tired 
28774-251475,49:04.0,Survey,4,140,1,133,00:59.2,1,1,3,I'm feeling sick
28774-251475,23:08.0,Survey_Sleep,4,23,1,20,00:46.5,3,1,4,anxious
28774-251475,16:31.0,Survey_Sleep,4,24,1,21,01:10.5,6,2,5,happy
28774-251475,23:51.0,Survey_Sleep,4,25,1,22,01:08.3,4,0,5,happy with the work I did this morning but tired 
28774-251475,30:57.0,Survey_Sleep,4,26,1,23,01:45.7,6,2,2,happy
28774-251475,57:08.0,Survey_Sleep,4,28,1,24,00:38.8,4,0,3,okay
28774-284628,29:12.0,Survey,1,1,1,1,01:44.0,7,3,6,"Focused, relaxed"
28774-284628,00:08.0,Survey,1,2,1,2,00:59.5,3,1,5,"Stressed, focused"
28774-284628,56:19.0,Survey,1,3,1,3,00:48.5,6,2,3,"Playing, happy"
28774-284628,30:42.0,Survey,1,4,1,4,00:46.3,6,2,5,"Resting, happy"
28774-284628,18:49.0,Survey,1,5,1,5,01:06.1,6,2,3,"Relaxed, feeling good"
28774-284628,08:17.0,Survey,1,6,1,6,00:51.0,5,1,3,"Working, tired"
28774-284628,22:02.0,Survey,1,7,1,7,00:48.9,5,1,3,"Full, i just ate, happy"
28774-284628,23:41.0,Survey,1,8,1,8,00:47.7,6,2,5,"Playing, happy"
28774-284628,36:21.0,Survey,1,9,1,9,00:45.6,4,0,7,"Excerssing, tired"
28774-284628,18:12.0,Survey,1,10,1,10,00:49.9,6,2,5,"Relaxing, happy"
28774-284628,55:39.0,Survey,1,11,1,11,00:47.5,5,1,3,"Working, taking a break and relaxing"
28774-284628,39:21.0,Survey,1,12,1,12,00:58.9,5,1,5,"Driving, relaxed"
28774-284628,56:57.0,Survey,1,13,1,13,02:19.0,7,3,6,"Working, happy"
28774-284628,32:49.0,Survey,1,14,1,14,01:07.8,4,0,4,Working happy
28774-284628,20:59.0,Survey,1,15,1,15,03:53.2,6,2,2,"Talking, happy"
28774-284628,14:45.0,Survey,1,16,1,16,02:14.8,5,1,5,"driving, feeling ok, bored"
28774-284628,55:06.0,Survey,1,17,1,17,00:49.3,4,0,3,"Im doing a lot of things, distracted, hubgry"
28774-284628,25:48.0,Survey,1,20,1,18,00:46.3,5,1,2,I feel tired but happy
28774-284628,56:22.0,Survey,1,21,1,19,00:44.8,6,2,3,"Plying some vieeogames, i feel good, relaxed"
28774-284628,40:50.0,Survey,1,22,1,20,00:45.7,6,2,5,"Watching some soccer, relaxed, feeling nervous"
28774-284628,23:11.0,Survey,1,23,1,21,00:38.9,4,0,3,"Watching soccer, relaxed"
28774-284628,12:33.0,Survey,1,24,1,22,00:44.6,6,2,2,"Playing, relacing, angry"
28774-284628,01:14.0,Survey,1,25,1,23,00:51.8,3,1,4,"Tired but comfortable, happy"
28774-284628,01:25.0,Survey,1,26,1,24,00:47.5,6,2,6,"Playing games relaxing, pretty happy. Nervous about some other stff"
28774-284628,20:31.0,Survey,1,28,1,25,00:36.4,6,2,5,"Fellonng good, just relaxed"
28774-284628,26:27.0,Survey,1,29,1,26,01:00.5,5,1,2,"Finishing this sunday with a movie, keep relaxing, my social battery is low but im feeling good"
28774-284628,56:56.0,Survey,1,30,1,27,00:52.8,6,2,3,"Watching movie , happy relaxed"
28774-284628,46:55.0,Survey,1,31,1,28,02:39.7,3,1,4,"Qorking, getting a bit distracted"
28774-284628,08:05.0,Survey,1,32,1,29,00:45.5,5,1,3,"Eating,"
28774-284628,44:45.0,Survey,1,33,1,30,01:30.0,5,1,3,"Taking a break before going back to work, feeling a little relaxed"
28774-284628,02:19.0,Survey,1,34,1,31,00:44.5,5,1,2,"Doing some crosswords, gotta go now feeling focused"
28774-284628,45:25.0,Survey,1,35,1,32,00:44.2,4,0,2,"Driving towards home, focused and tired"
28774-284628,51:42.0,Survey_Sleep,1,1,1,1,01:29.6,6,2,5,Happy
28774-284628,16:31.0,Survey_Sleep,1,2,1,2,01:28.5,6,2,5,"In therapy, relaxed"
28774-284628,05:02.0,Survey_Sleep,1,3,1,3,00:51.6,5,1,3,"Working, focused, happy"
28774-284628,23:16.0,Survey_Sleep,1,4,1,4,01:05.1,3,1,3,"I feel so so, just a normal day"
28774-284628,00:54.0,Survey_Sleep,1,5,1,5,00:50.2,5,1,2,"I feel relaxed, sunday morning, not the best sleep but im fine"
28774-284628,53:51.0,Survey_Sleep,1,6,1,6,00:57.5,7,3,5,"So happy, watching the f1"
28774-284628,01:31.0,Survey_Sleep,1,7,1,7,00:57.8,5,1,4,"Just started working, slept well but im a little tired"
28774-284628,44:00.0,Survey,2,36,1,33,00:48.6,4,0,2,"Driving home, very hungry and tired"
28774-284628,17:02.0,Survey,2,37,1,34,00:49.9,5,1,4,"Working and doing some crosswords on the side, getting pretty hungry again"
28774-284628,55:19.0,Survey,2,38,1,35,00:45.1,5,1,2,"Just finished eating, feeling good"
28774-284628,47:08.0,Survey,2,39,1,36,00:45.4,6,2,4,"Working and watching videos on the side, focused  and happy"
28774-284628,25:44.0,Survey,2,40,1,37,00:48.1,6,2,3,Feeling good watching tv
28774-284628,49:28.0,Survey,2,41,1,38,00:42.9,5,1,3,"Working a lot and helping my mom, feeling fulfilled and happy"
28774-284628,22:40.0,Survey,2,42,1,39,00:48.6,4,0,3,"Eating and conversating with my mom, feeling full and happy"
28774-284628,59:20.0,Survey,2,43,1,40,00:44.2,4,0,3,"Resting, feeling meh. "
28774-284628,19:07.0,Survey,2,44,1,41,01:05.6,5,1,2,"Watching tv, excited because im going to excersccise a bit"
28774-284628,05:58.0,Survey,2,45,1,42,00:52.7,6,2,5,Feeling good and fulfilled
28774-284628,30:49.0,Survey,2,46,1,43,00:50.2,5,1,6,Driving home after cutting mu hair feeling happy
28774-284628,57:07.0,Survey,2,47,1,44,00:49.6,5,1,4,"Hungry, a little impatient, but resting"
28774-284628,31:07.0,Survey,2,48,1,45,00:46.1,5,1,5,Feeling good
28774-284628,23:47.0,Survey,2,49,1,46,00:43.5,4,0,6,Doing some errands feeling good just very warm
28774-284628,48:36.0,Survey,2,51,1,47,00:32.3,5,1,3,"Feeling good, relaxed"
28774-284628,17:08.0,Survey,2,52,1,48,00:38.4,6,2,3,Playing some games feeling good
28774-284628,49:43.0,Survey,2,53,1,49,00:34.3,4,0,3,Eating and feeling ok
28774-284628,59:41.0,Survey,2,54,1,50,00:45.6,4,0,3,"Playing with my dog, feeling good but tired"
28774-284628,25:37.0,Survey,2,55,1,51,00:50.3,3,1,2,My ankle started hurting and im really tired
28774-284628,40:28.0,Survey,2,56,1,52,00:42.3,5,1,3,Resting feeling ok
28774-284628,05:34.0,Survey,2,57,1,53,02:07.9,6,2,5,"Good, fun, hungry"
28774-284628,44:09.0,Survey,2,58,1,54,00:57.9,4,0,2,Eating
28774-284628,24:30.0,Survey,2,60,1,55,00:25.6,6,2,5,Feeling good
28774-284628,31:38.0,Survey,2,61,1,56,00:33.2,5,1,5,Having brunch feeling amazing
28774-284628,18:10.0,Survey,2,63,1,57,00:49.6,5,1,3,Just ate feeling good
28774-284628,04:33.0,Survey,2,64,1,58,00:44.8,5,1,2,"I was sleeping, feeling tired but good"
28774-284628,28:56.0,Survey,2,65,1,59,01:18.6,6,2,3,Good
28774-284628,58:22.0,Survey,2,67,1,60,00:32.2,3,1,3,Im hungry and still tired
28774-284628,09:12.0,Survey,2,68,1,61,00:33.7,5,1,4,I ate and im feeling good
28774-284628,39:49.0,Survey,2,69,1,62,01:04.2,4,0,2,"Resting, couldnt sleep"
28774-284628,39:38.0,Survey,2,70,1,63,00:44.4,6,2,6,"Went for a run, but got some bad news from home so distracted"
28774-284628,19:00.0,Survey_Sleep,2,8,1,8,01:26.0,4,0,3,"Doing some errands, tired and hungry"
28774-284628,45:56.0,Survey_Sleep,2,9,1,9,00:39.6,6,2,5,"Had a good sleep, feeling motovated"
28774-284628,26:41.0,Survey_Sleep,2,10,1,10,00:42.7,5,1,6,Feeling good doing some errands
28774-284628,44:18.0,Survey_Sleep,2,11,1,11,01:19.3,6,2,3,"Feeling good, worked out had a good breakfast"
28774-284628,18:31.0,Survey_Sleep,2,12,1,12,00:48.4,6,2,4,Playing some game feeling excited about today
28774-284628,04:55.0,Survey_Sleep,2,13,1,13,00:40.8,6,2,6,Feeling good
28774-284628,19:56.0,Survey_Sleep,2,14,1,14,00:42.4,2,2,2,Just arrived from a flight feeling dizzy and tired
28774-284628,36:32.0,Survey,3,71,1,64,01:15.5,6,2,4,"Doing some errands, feeling productive"
28774-284628,52:23.0,Survey,3,72,1,65,02:00.5,6,2,6,"Been doing some errands, feeling good"
28774-284628,06:34.0,Survey,3,73,1,66,00:33.8,6,2,3,Learning to play a new board game
28774-284628,19:59.0,Survey,3,74,1,67,00:44.7,5,1,2,Resting feeling good
28774-284628,17:55.0,Survey,3,75,1,68,00:38.1,4,0,2,Eating some dinner
28774-284628,39:39.0,Survey,3,76,1,69,00:35.2,6,2,3,"Doing errands, feeling good"
28774-284628,48:00.0,Survey,3,77,1,70,00:42.6,5,1,3,I ate a lot so im feeling groggy now
28774-284628,36:40.0,Survey,3,78,1,71,00:38.7,6,2,3,Watching tv and feeling good
28774-284628,14:53.0,Survey,3,79,1,72,00:43.8,7,3,3,Just bought a new phone feeling great
28774-284628,00:30.0,Survey,3,80,1,73,00:32.6,5,1,3,Feeling good
28774-284628,45:07.0,Survey,3,87,1,74,00:36.2,6,2,3,Feeling good
28774-284628,23:27.0,Survey,3,88,1,75,00:34.7,6,2,2,Finished  eating feeling great
28774-284628,43:12.0,Survey,3,90,1,76,00:23.2,6,2,2,Feeling ok
28774-284628,19:06.0,Survey,3,91,1,77,00:26.9,5,1,3,Playing sone games
28774-284628,32:06.0,Survey,3,94,1,78,00:37.3,6,2,4,Going to the pool feeling great
28774-284628,44:09.0,Survey,3,95,1,79,00:35.6,6,2,2,Chilling
28774-284628,07:26.0,Survey,3,96,1,80,00:28.2,5,1,3,Feeling good
28774-284628,28:16.0,Survey,3,97,1,81,00:31.6,5,1,2,"Feeling good, hubgry"
28774-284628,52:21.0,Survey,3,98,1,82,00:52.7,5,1,2,Feeling hubgry good
28774-284628,34:59.0,Survey,3,99,1,83,00:28.9,5,1,2,Feeling good
28774-284628,43:40.0,Survey,3,100,1,84,00:34.9,5,1,2,Good
28774-284628,51:14.0,Survey,3,102,1,85,00:38.2,5,1,3,About to eat feeling good
28774-284628,57:29.0,Survey,3,103,1,86,00:32.7,5,1,3,Feeling good
28774-284628,26:59.0,Survey,3,104,1,87,00:33.3,3,1,3,Feeling tired
28774-284628,49:38.0,Survey,3,105,1,88,00:33.7,6,2,5,I was excerscing feeling great
28774-284628,10:50.0,Survey_Sleep,3,15,1,15,00:32.6,5,1,3,Had a great sleep
28774-284628,50:27.0,Survey_Sleep,3,16,1,16,00:52.3,6,2,6,Im feeling very hubgry but happy
28774-284628,34:44.0,Survey_Sleep,3,18,1,17,00:50.2,5,1,2,Getting on a plane feeling good
28774-284628,24:17.0,Survey_Sleep,3,19,1,18,00:37.9,6,2,2,Watching the f1 feeling great
28774-284628,41:20.0,Survey_Sleep,3,20,1,19,00:37.9,3,1,2,Feeling a little tired
28774-284628,13:03.0,Survey_Sleep,3,21,1,20,01:40.3,6,2,2,Slept weell
28774-284628,06:52.0,Survey,4,106,1,89,00:33.6,5,1,3,Working hard feeling good
28774-284628,48:45.0,Survey,4,107,1,90,00:38.3,5,1,2,Just aye feeling bloated
28774-284628,40:52.0,Survey,4,108,1,91,00:44.2,3,1,3,"Im pretty warm, working feeling meh"
28774-284628,52:01.0,Survey,4,109,1,92,01:10.3,5,1,3,Feeling good
28774-284628,52:46.0,Survey,4,110,1,93,00:33.7,6,2,6,Exceercising feel good
28774-284628,07:43.0,Survey,4,111,1,94,00:31.7,4,0,3,Working feeling meh
