ParticipantID,Notification Time,Session Name,WeekNumber,NotificationNumber,Completed Session,Session Instance,Session Length,Valence,Intensity,Arousal,Emotion,InferredValence
28774-205733,21:39.0,Survey,4,131,1,131,00:56.8,4,0,1,"I went to sleep very late last night, still in bed",0.455798185
28774-205733,42:24.0,Survey,4,132,1,132,01:45.2,5,1,3,Im hungover,0.269309138
28774-205733,14:20.0,Survey,4,133,1,133,01:00.8,3,1,3,Im hangover like always,0.265030556
28774-205733,11:00.0,Survey,4,134,1,134,05:43.2,5,1,3,Im going out to a pub,0.415266721
28774-205733,46:51.0,Survey,4,135,1,135,01:01.8,5,1,5,Were going to a plaqce to watch F1,0.527903016
28774-205733,00:31.0,Survey,4,136,1,136,01:01.9,2,2,2,"Still doing training for my new job, Im hungry, need pasta",0.596716559
28774-205733,41:19.0,Survey,4,137,1,137,00:49.6,2,2,1,"I feel low right now, powerless, I cant take a nap because Inneed to work",0.211542265
28774-205733,11:06.0,Survey,4,138,1,138,00:51.5,2,2,1,I feel powerless and still 4h of work left,0.121306107
28774-205733,10:38.0,Survey,4,139,1,139,00:51.8,2,2,1,With this extreme changes of temperatures I feel weird,0.352302331
28774-205733,51:22.0,Survey,4,140,1,140,01:37.2,6,2,2,"Finishing work, eager to stop",0.583509892
28774-205733,20:28.0,Survey_Sleep,4,22,1,21,04:25.4,3,1,1,"Is my first time of work, lets see how it goes",0.628008036
28774-205733,45:03.0,Survey_Sleep,4,23,1,22,01:14.4,2,2,2,My head hurts and I feel very tired because it is so warm,0.3103571
28774-205733,01:57.0,Survey_Sleep,4,24,1,23,02:07.4,3,1,1,"Im doing the training for my new job right no, energy drink in my hand",0.613794184
28774-205733,12:27.0,Survey_Sleep,4,25,1,24,00:52.2,3,1,1,"Im hungover, doing the training for my new job",0.273731652
28774-205733,02:25.0,Survey_Sleep,4,27,1,25,01:00.0,2,2,1,Im sleeping,0.507273998
28774-205733,59:14.0,Survey_Sleep,4,28,1,26,01:50.7,2,2,2,"Im really tired, but Im working",0.246136462
28774-224562,40:33.0,Survey,1,1,1,1,03:06.5,2,2,5,Frustrated ,0.087967918
28774-224562,11:27.0,Survey,1,2,1,2,01:35.4,5,1,5,"Happy, Excited",0.876965423
28774-224562,55:38.0,Survey,1,3,1,3,01:48.9,5,1,5,"Tired, Sleepy",0.306642109
28774-224562,50:55.0,Survey,1,4,1,4,01:55.0,2,2,7,Angry,0.12190893
28774-224562,35:09.0,Survey,1,5,1,5,01:45.8,7,3,7,"Happy, Excited, Joyful, Active",0.94121474
28774-224562,43:13.0,Survey,1,6,1,6,01:16.5,1,1,2,"Angry, Sad, Devastated, stressed, worried. ",0.117122141
28774-224562,36:10.0,Survey,1,7,1,7,01:22.6,6,2,4,Disappointed,0.105192736
28774-224562,20:28.0,Survey,1,8,1,8,01:27.1,3,1,3,"Angry, sad ",0.263826525
28774-224562,35:02.0,Survey,1,9,1,9,02:48.7,1,1,5,"Disappointed, frustrated, anxious.",0.144456646
28774-224562,37:59.0,Survey,1,10,1,10,01:16.3,3,1,3,Anxious.,0.21911355
28774-224562,55:48.0,Survey,1,11,1,11,01:06.2,1,1,6,Disappointed ,0.105192736
28774-224562,56:57.0,Survey,1,12,1,12,05:23.8,2,2,5,"Sad, Disappointed, Angry, full of thoughts.",0.160883846
28774-224562,34:17.0,Survey,1,13,1,13,01:20.3,1,1,5,"Devastated, Disappointed, Used, Useless.",0.113197428
28774-224562,04:03.0,Survey,1,14,1,14,01:11.9,3,1,5,Im not happy with my current situation.,0.256756657
28774-224562,52:51.0,Survey,1,15,1,15,01:11.6,6,2,5,"Happy, Relived ",0.882107524
28774-224562,56:50.0,Survey,1,16,1,16,01:58.2,6,2,6,"Happy, Pleased, admired",0.944234847
28774-224562,32:21.0,Survey,1,17,1,17,01:44.3,7,3,7,"Active, Vigilante ",0.489358479
28774-224562,56:51.0,Survey,1,18,1,18,01:05.4,5,1,5,Active,0.516666405
28774-224562,58:05.0,Survey,1,19,1,19,00:48.2,2,2,6,"Angry, left out.",0.139197461
28774-224562,29:53.0,Survey,1,20,1,20,00:54.6,3,1,2,"Sleepy, Tired ",0.30953814
28774-224562,52:06.0,Survey,1,21,1,21,02:07.8,1,1,6,Hungry.,0.415171089
28774-224562,18:02.0,Survey,1,22,1,22,00:51.9,7,3,7,"Active, focused, vigilant",0.531924203
28774-224562,51:37.0,Survey,1,23,1,23,01:13.7,3,1,4,Hungry.,0.415171089
28774-224562,28:28.0,Survey,1,24,1,24,00:35.1,6,2,5,"Activated, focused, keen",0.651395412
28774-224562,37:14.0,Survey,1,25,1,25,01:04.0,3,1,5,"angry, Sad",0.263826525
28774-224562,41:12.0,Survey,1,26,1,26,00:56.8,6,2,6,"Happy, Active, Activated",0.965311451
28774-224562,51:36.0,Survey,1,27,1,27,00:49.1,3,1,5,"Tired, Sad",0.196770622
28774-224562,07:11.0,Survey,1,28,1,28,00:47.8,3,1,5,"tired, sleepy ",0.306642109
28774-224562,12:20.0,Survey,1,29,1,29,00:55.9,5,1,5,"Active, tired, sleepy",0.268161574
28774-224562,47:24.0,Survey,1,30,1,30,00:49.9,2,2,5,"Sleepy, Busy",0.319563331
28774-224562,27:04.0,Survey,1,31,1,31,00:44.1,3,1,7,"Busy, active,",0.33735212
28774-224562,10:14.0,Survey,1,32,1,32,01:03.4,6,2,6,"Happy, Excited, Attentive ",0.912281978
28774-224562,05:09.0,Survey,1,33,1,33,00:47.1,5,1,5,occupied ,0.386745003
28774-224562,31:12.0,Survey,1,34,1,34,00:43.6,2,2,1,Im hungry.,0.367185379
28774-224562,29:43.0,Survey,1,35,1,35,00:36.2,7,3,7,Occupied ,0.386745003
28774-224562,13:20.0,Survey_Sleep,1,1,1,1,02:23.5,2,2,5,Anxious ,0.226350719
28774-224562,10:57.0,Survey_Sleep,1,2,1,2,01:50.8,1,1,2,Disappointed ,0.105192736
28774-224562,17:34.0,Survey_Sleep,1,3,1,3,01:42.3,1,1,7,"Angry, Sad, Disappointed, Worried, Anxious.",0.230732287
28774-224562,02:44.0,Survey_Sleep,1,4,1,4,01:25.3,5,1,7,"Happy, Pleased, Loved",0.970718806
28774-224562,46:36.0,Survey_Sleep,1,5,1,5,02:54.1,2,2,3,"Broke, No money, Sad.",0.082958168
28774-224562,20:14.0,Survey_Sleep,1,6,1,6,00:50.6,5,1,7,"Active, Happy",0.914473674
28774-224562,14:07.0,Survey_Sleep,1,7,1,7,01:05.5,1,1,1,"tired, sleepy",0.306642109
28774-224562,39:15.0,Survey,2,36,1,36,00:37.3,3,1,5,unexpected,0.5961345
28774-224562,01:29.0,Survey,2,38,1,37,00:53.1,3,1,5,Busy,0.28883206
28774-224562,13:53.0,Survey,2,39,1,38,00:40.3,3,1,5,Drunk,0.261980411
28774-224562,11:48.0,Survey,2,40,1,39,00:37.9,3,1,5,"Busy, tired",0.278926417
28774-224562,35:10.0,Survey,2,41,1,40,01:01.1,3,1,5,Entertaining my baby.,0.855743499
28774-224562,23:07.0,Survey,2,42,1,41,00:28.7,4,0,5,"Occupied, tired ",0.26239902
28774-224562,48:38.0,Survey,2,43,1,42,01:31.2,1,1,1,"Tired, Sleepy, Hungry",0.290442836
28774-224562,18:30.0,Survey,2,44,1,43,00:44.3,5,1,5,"Active, Occupied, Entertained ",0.57298385
28774-224562,48:37.0,Survey,2,45,1,44,00:30.3,6,2,6,Hungry,0.317334813
28774-224562,34:55.0,Survey,2,46,1,45,00:28.0,7,3,7,money,0.79965457
28774-224562,44:47.0,Survey,2,47,1,46,00:44.1,5,1,7,Chilled,0.432956907
28774-224562,34:00.0,Survey,2,48,1,47,00:26.0,7,3,7,Active ,0.516666405
28774-224562,58:56.0,Survey,2,49,1,48,00:29.1,2,2,5,"Chilled, friends",0.476499653
28774-224562,20:06.0,Survey,2,50,1,49,00:53.4,3,1,5,drunk,0.261980411
28774-224562,20:16.0,Survey,2,51,1,50,01:41.8,3,1,5,Walking,0.712847084
28774-224562,33:15.0,Survey,2,52,1,51,00:33.9,3,1,5,Broke,0.158040616
28774-224562,51:47.0,Survey,2,53,1,52,00:32.5,2,2,2,Money,0.79965457
28774-224562,36:36.0,Survey,2,54,1,53,00:50.9,2,2,3,Happy,0.966903189
28774-224562,17:30.0,Survey,2,55,1,54,00:33.4,7,3,5,"Sleepy, full",0.315586302
28774-224562,47:50.0,Survey,2,56,1,55,00:29.1,7,3,7,Working,0.762023202
28774-224562,18:42.0,Survey,2,57,1,56,02:29.4,3,1,6,In pain,0.204843165
28774-224562,26:10.0,Survey,2,58,1,57,00:33.9,2,2,5,"Driving, mixed feelings",0.657666094
28774-224562,14:14.0,Survey,2,59,1,58,00:32.6,3,1,5,Chilled,0.432956907
28774-224562,38:55.0,Survey,2,60,1,59,00:25.1,5,1,5,unsafe,0.191023902
28774-224562,25:36.0,Survey,2,61,1,60,00:26.0,2,2,6,Driving tired,0.238023696
28774-224562,57:01.0,Survey,2,62,1,61,00:31.9,3,1,6,Tired,0.25387319
28774-224562,21:58.0,Survey,2,64,1,62,00:45.6,1,1,5,"Angry, Disappointed ",0.108930566
28774-224562,45:06.0,Survey,2,65,1,63,00:32.0,5,1,7,"tired, babysitting",0.361029826
28774-224562,03:30.0,Survey,2,66,1,64,00:26.2,2,2,2,Tired,0.25387319
28774-224562,23:25.0,Survey,2,67,1,65,00:37.8,6,2,7,"money, broke",0.523302275
28774-224562,20:07.0,Survey,2,68,1,66,00:38.3,2,2,7,tired,0.25387319
28774-224562,15:16.0,Survey,2,69,1,67,00:33.7,6,2,6,tired,0.25387319
28774-224562,25:42.0,Survey,2,70,1,68,00:31.6,6,2,6,tired,0.25387319
28774-224562,05:46.0,Survey_Sleep,2,8,1,8,01:28.9,2,2,2,"Conjested, tired, ",0.266713417
28774-224562,15:35.0,Survey_Sleep,2,9,1,9,00:38.2,6,2,6,tired,0.25387319
28774-224562,13:01.0,Survey_Sleep,2,10,1,10,00:32.3,5,1,6,"Occupied, babysitting ",0.510807306
28774-224562,48:02.0,Survey_Sleep,2,11,1,11,00:46.5,5,1,6,"Active, walking ",0.466128579
28774-224562,06:13.0,Survey_Sleep,2,12,1,12,01:04.2,1,1,5,driving ,0.675754257
28774-224562,50:57.0,Survey_Sleep,2,13,1,13,00:31.8,5,1,5,"Tired, in pain",0.205142185
28774-224562,41:24.0,Survey_Sleep,2,14,1,14,00:39.0,2,2,6,"tired, sleepy, bored",0.30459169
28774-224562,05:33.0,Survey,3,71,1,69,01:11.5,7,3,7,babysitting,0.743290672
28774-224562,19:27.0,Survey,3,72,1,70,00:35.3,2,2,5,"tired, sleepy",0.306642109
28774-224562,14:53.0,Survey,3,73,1,71,00:51.7,3,1,7,"tired, borke",0.279492443
28774-224562,51:28.0,Survey,3,74,1,72,00:40.4,2,2,6,Tired,0.25387319
28774-224562,28:23.0,Survey,3,75,1,73,00:29.5,2,2,6,tired,0.25387319
28774-224562,22:46.0,Survey,3,76,1,74,00:30.0,2,2,6,tired,0.25387319
28774-224562,53:20.0,Survey,3,77,1,75,00:49.2,2,2,7,"tired, broke",0.239342793
28774-224562,54:58.0,Survey,3,78,1,76,01:00.6,2,2,2,Tired,0.25387319
28774-224562,38:38.0,Survey,3,79,1,77,00:25.3,3,1,4,need money,0.503099107
28774-224562,17:58.0,Survey,3,80,1,78,00:30.7,6,2,6,money,0.79965457
28774-224562,35:31.0,Survey,3,81,1,79,00:33.2,7,3,7,hungry,0.317334813
28774-224562,46:45.0,Survey,3,82,1,80,00:42.3,3,1,6,hungry ,0.317334813
28774-224562,37:30.0,Survey,3,83,1,81,00:24.3,2,2,6,"tired, hungry",0.283511459
28774-224562,42:15.0,Survey,3,84,1,82,00:32.1,5,1,6,sleepy,0.377327835
28774-224562,16:17.0,Survey,3,85,1,83,00:35.5,3,1,6,tired,0.25387319
28774-224562,00:15.0,Survey,3,86,1,84,00:22.0,2,2,5,tired,0.25387319
28774-224562,16:00.0,Survey,3,88,1,85,00:39.2,1,1,3,"angry, depressed ",0.078934529
28774-224562,40:28.0,Survey,3,89,1,86,01:23.5,1,1,7,busy,0.28883206
28774-224562,53:28.0,Survey,3,90,1,87,00:28.7,7,3,7,full,0.61182654
28774-224562,05:48.0,Survey,3,91,1,88,00:23.3,2,2,6,tired,0.25387319
28774-224562,57:36.0,Survey,3,92,1,89,01:10.4,2,2,7,sad,0.123790363
28774-224562,29:01.0,Survey,3,93,1,90,00:26.9,6,2,7,tired,0.25387319
28774-224562,29:41.0,Survey,3,94,1,91,00:34.8,6,2,6,sleepy,0.377327835
28774-224562,51:25.0,Survey,3,95,1,92,00:31.4,2,2,1,Sleepy,0.377327835
28774-224562,50:00.0,Survey,3,96,1,93,00:35.5,2,2,2,Tired,0.25387319
28774-224562,43:09.0,Survey,3,97,1,94,00:52.4,3,1,6,"Driving, tired",0.306618069
28774-224562,08:58.0,Survey,3,98,1,95,01:04.2,7,3,6,Hungry,0.317334813
28774-224562,24:17.0,Survey,3,99,1,96,00:23.6,7,3,6,Busy,0.28883206
28774-224562,04:31.0,Survey,3,100,1,97,00:24.7,5,1,7,Tired,0.25387319
28774-224562,29:05.0,Survey,3,101,1,98,00:32.1,5,1,5,Thinking a lot.,0.703415664
28774-224562,04:08.0,Survey,3,102,1,99,00:29.8,4,0,3,Hungry,0.317334813
28774-224562,42:55.0,Survey,3,103,1,100,00:55.8,7,3,3,Tired,0.25387319
28774-224562,20:49.0,Survey,3,104,1,101,00:34.3,3,1,6,Cold ,0.356600136
28774-224562,06:33.0,Survey,3,105,1,102,00:53.3,6,2,5,Tired ,0.25387319
28774-224562,07:22.0,Survey_Sleep,3,15,1,15,00:48.6,5,1,5,Barbarq ,0.601157547
28774-224562,50:59.0,Survey_Sleep,3,16,1,16,00:47.9,3,1,3,tired. ,0.307900133
28774-224562,07:48.0,Survey_Sleep,3,17,1,17,00:35.9,7,3,7,"active, need money",0.581091357
28774-224562,04:47.0,Survey_Sleep,3,18,1,18,00:32.3,1,1,5,bored,0.200936812
28774-224562,19:46.0,Survey_Sleep,3,19,1,19,00:32.3,7,3,6,Hungry,0.317334813
28774-224562,51:08.0,Survey_Sleep,3,20,1,20,00:31.9,5,1,7,Hungry,0.317334813
28774-224562,28:06.0,Survey_Sleep,3,21,1,21,00:44.7,1,1,2,"Tired, Sleepy",0.306642109
28774-224562,16:58.0,Survey,4,106,1,103,01:09.8,5,1,5,Babysitting,0.743290672
28774-224562,32:45.0,Survey,4,107,1,104,00:50.2,2,2,6,Tired,0.25387319
28774-224562,40:06.0,Survey,4,108,1,105,00:34.5,3,1,6,"Tired, occupied ",0.279527419
28774-224562,20:44.0,Survey,4,109,1,106,00:28.8,2,2,6,Working,0.762023202
28774-224562,52:13.0,Survey,4,110,1,107,00:29.4,1,1,2,Sleepy,0.377327835
28774-224562,47:28.0,Survey,4,111,1,108,00:34.4,2,2,4,Tired ,0.25387319
28774-224562,07:35.0,Survey,4,112,1,109,00:26.4,3,1,5,Hunger,0.179225016
28774-224562,08:11.0,Survey,4,113,1,110,00:23.7,6,2,5,In pain,0.204843165
28774-224562,35:52.0,Survey,4,114,1,111,01:25.6,3,1,5,Tired ,0.25387319
28774-224562,31:07.0,Survey,4,115,1,112,00:27.6,2,2,3,Anger,0.368554059
28774-224562,48:44.0,Survey,4,116,1,113,00:51.4,5,1,3,"Tired, sleepy",0.306642109
28774-224562,27:12.0,Survey,4,117,1,114,00:51.7,3,1,5,Driving ,0.675754257
28774-224562,20:53.0,Survey,4,118,1,115,00:26.3,2,2,7,Hungry ,0.317334813
28774-224562,29:27.0,Survey,4,119,1,116,00:34.6,2,2,6,Tired,0.25387319
28774-224562,42:33.0,Survey,4,120,1,117,02:54.6,2,2,3,Hungry ,0.317334813
28774-224562,40:51.0,Survey,4,121,1,118,00:49.9,2,2,7,Tired,0.25387319
28774-224562,31:56.0,Survey,4,122,1,119,00:55.9,6,2,3,Hungry,0.317334813
28774-224562,02:10.0,Survey,4,123,1,120,00:37.0,7,3,3,Hungry ,0.317334813
28774-224562,46:32.0,Survey,4,124,1,121,00:24.9,2,2,1,Hungry,0.317334813
28774-224562,52:43.0,Survey,4,125,1,122,00:46.5,2,2,6,Tired,0.25387319
28774-224562,31:23.0,Survey,4,126,1,123,00:30.7,6,2,5,Fixing a computer ,0.699931194
28774-224562,25:55.0,Survey,4,127,1,124,01:28.1,2,2,6,Busy ,0.28883206
28774-224562,49:46.0,Survey,4,128,1,125,00:31.5,6,2,2,Tired,0.25387319
28774-224562,49:06.0,Survey,4,129,1,126,00:39.2,7,3,2,Hungry ,0.317334813
28774-224562,25:54.0,Survey,4,130,1,127,00:24.4,6,2,6,Hungry ,0.317334813
28774-224562,20:35.0,Survey,4,131,1,128,00:37.6,2,2,5,Hungry,0.317334813
28774-224562,05:16.0,Survey,4,132,1,129,00:33.2,2,2,1,Hungry,0.317334813
28774-224562,37:34.0,Survey,4,133,1,130,00:35.6,6,2,6,Hungry,0.317334813
28774-224562,31:49.0,Survey,4,134,1,131,00:46.0,2,2,6,Hungry,0.317334813
28774-224562,18:54.0,Survey,4,135,1,132,00:32.7,7,3,7,Sleepy,0.377327835
28774-224562,46:46.0,Survey,4,137,1,135,00:28.7,6,2,7,"Hungry, sad",0.111053072
28774-224562,27:31.0,Survey,4,138,1,136,00:30.9,3,1,5,Hungry,0.317334813
28774-224562,21:56.0,Survey,4,139,1,137,00:29.5,3,1,5,Busy,0.28883206
28774-224562,15:51.0,Survey,4,140,1,138,00:27.4,7,3,6,Need money,0.503099107
28774-224562,03:25.0,Survey_Sleep,4,22,1,22,00:40.5,2,2,6,Babysitting ,0.743290672
28774-224562,06:25.0,Survey_Sleep,4,23,1,23,00:46.3,2,2,6,"Tired, Angry, Disappointed ",0.163928346
28774-224562,23:47.0,Survey_Sleep,4,24,1,24,00:51.8,5,1,4,A bit sleepy,0.365883857
28774-224562,02:43.0,Survey_Sleep,4,25,1,25,00:51.4,4,0,5,"Focused, thinking ",0.782189919
28774-224562,48:39.0,Survey_Sleep,4,26,1,26,00:32.7,2,2,5,Tired,0.25387319
28774-224562,16:35.0,Survey_Sleep,4,27,1,27,00:46.3,3,1,5,Hungry,0.317334813
28774-224562,22:02.0,Survey_Sleep,4,28,1,28,00:37.1,7,3,5,Hungry,0.317334813
28774-228361,44:50.0,Survey,1,1,1,1,07:36.6,3,1,5,Concentrating on an article with new laws that will apply to my business sector soon. I am feeling relieved by the content so far.,0.612084285
28774-228361,23:38.0,Survey,1,2,1,2,04:16.9,5,1,1,"in Spain (where I live)  it is custom to sleep a siesta and I was just having one when the notification came in an abruptly awoke me but that's fine, feeling refreshed.",0.665994158
28774-228361,57:09.0,Survey,1,3,1,3,01:38.0,5,1,5,Busy but not stressed,0.226940036
28774-228361,49:01.0,Survey,1,4,1,4,03:19.9,4,0,5,Mentally exhausted and physically hot.,0.271199654
28774-228361,44:35.0,Survey,1,5,1,5,06:27.7,5,1,2,was watching the news on tv. Trying to not let all the world wide misery get to me and focus on the positive things.,0.730115235
28774-228361,47:58.0,Survey,1,6,1,6,03:08.7,6,2,6,"busy but doing what I like, feeling positive.",0.678052131
28774-228361,42:57.0,Survey,1,7,1,7,03:05.8,4,0,2,"siesta, waking up and keen to get the last of my tasks done.",0.397301972
28774-228361,21:52.0,Survey,1,8,1,8,03:41.6,5,1,5,"I got swamped with work, unexpected but welcome, feeling useful.",0.240587021
28774-228361,47:07.0,Survey,1,9,1,9,04:34.5,5,1,5,"Feeling content with today's progress, time for me to start unwinding and relaxing.",0.821552168
28774-228361,39:52.0,Survey,1,10,1,10,05:02.7,6,2,2,"Satisfied, full, relaxed and a little tired caused by after dinner dip.",0.831719703
28774-228361,39:10.0,Survey,1,11,1,11,03:03.5,3,1,6,stressed and happily excited.,0.847751147
28774-228361,41:46.0,Survey,1,12,1,12,02:30.7,6,2,4,Notification wake me 2 minutes before my alarm was set to go of. Feeling ready to take on the rest of the day.,0.441157186
28774-228361,57:06.0,Survey,1,13,1,13,03:47.9,5,1,6,"working hard, busy, content, planning,",0.508952955
28774-228361,10:15.0,Survey,1,14,1,14,03:14.0,3,1,5,"mind racing, little stress, can't wait to relax.",0.857797221
28774-228361,28:26.0,Survey,1,15,1,15,03:28.3,4,0,3,"fatigue, excited about the long weekend starting now. fulfillment, headache.",0.477817429
28774-228361,09:41.0,Survey,1,16,1,16,02:46.7,3,1,7,"feeling hurried, rushing and slightly guilty as I should be taking it easy.",0.328328707
28774-228361,36:31.0,Survey,1,18,1,17,01:51.1,5,1,6,"hungry, jittery and sunburned.",0.276391346
28774-228361,48:42.0,Survey,1,19,1,18,02:35.5,6,2,6,"relaxed, content and comfortable.",0.904508876
28774-228361,58:50.0,Survey,1,20,1,19,02:14.5,6,2,3,"relaxing, feeling good ",0.882451161
28774-228361,54:41.0,Survey,1,21,1,20,01:35.3,6,2,5,"alert, good mood and a little warm.",0.695523233
28774-228361,25:57.0,Survey,1,22,1,21,03:54.3,5,1,6,"compassionate, strong, frustrated, thirsty, warm, sunburned.",0.743166199
28774-228361,38:54.0,Survey,1,23,1,22,02:16.2,5,1,3,"applying sunscreen, thinking about how important it is, ready to cool of in the pool now",0.823342651
28774-228361,32:36.0,Survey,1,24,1,23,02:17.0,5,1,3,"warm, a little tired and relaxed.",0.788726984
28774-228361,02:52.0,Survey,1,25,1,24,01:43.8,5,1,2,tired and relaxed ,0.611267198
28774-228361,52:23.0,Survey,1,26,1,25,02:30.4,5,1,5,"sunburned, applying sunblock, stinging skin, feeling relaxed and alright.",0.423508101
28774-228361,31:20.0,Survey,1,27,1,26,02:05.1,6,2,4,"calm, amused, love, happiness",0.916804342
28774-228361,31:00.0,Survey,1,28,1,27,03:39.5,6,2,5,"relaxed, good, well rested ,not looking forward to the chores I've got comming up.",0.741627397
28774-228361,59:53.0,Survey,1,29,1,28,02:43.5,6,2,6,"cooking right now, I'll be glad when its finished have to focus on a  lot of things at the same time. Feeling happy and stress free.",0.883293131
28774-228361,53:28.0,Survey,1,30,1,29,02:44.9,6,2,6,"affection, relaxed, content, entertained.",0.907978427
28774-228361,54:38.0,Survey,1,31,1,30,01:49.4,6,2,4,"prepared, happy, loved, warm, relaxed",0.862020555
28774-228361,05:21.0,Survey,1,32,1,31,01:50.7,6,2,6,"refreshed, in control, vigilant, feeling good.",0.861581618
28774-228361,12:16.0,Survey,1,33,1,32,01:24.3,7,3,5,"comfortable, content, joy, love",0.938548184
28774-228361,51:18.0,Survey,1,34,1,33,01:18.2,5,1,3,"sleepy, afternoon dip. positive and calm",0.535642562
28774-228361,18:25.0,Survey,1,35,1,34,02:47.9,6,2,5,"cleaning frenzy, a little hyper, happy,  feeling good overall.",0.831162832
28774-228361,05:27.0,Survey_Sleep,1,1,1,1,03:24.7,5,1,5,"Busy, working.",0.308917013
28774-228361,11:23.0,Survey_Sleep,1,2,1,2,03:14.2,5,1,5,Busy and content ,0.845002967
28774-228361,09:51.0,Survey_Sleep,1,3,1,3,03:51.3,4,0,7,"mixed feeling, received bad news that made me very sad and some good news, made me feel a lot better. Busy day ahead, slightly stressed.",0.646319308
28774-228361,15:50.0,Survey_Sleep,1,4,1,4,02:10.7,6,2,7,"helping neighbors in the hospital, translating, busy, close call",0.815296541
28774-228361,50:22.0,Survey_Sleep,1,5,1,5,04:46.9,6,2,2,"calm, happy and looking forward to today. ",0.888218351
28774-228361,20:13.0,Survey_Sleep,1,6,1,6,02:33.6,6,2,4,"lazy, sleepy, content.",0.431227291
28774-228361,19:14.0,Survey_Sleep,1,7,1,7,02:09.8,5,1,5,"researching, learning, preparation, anticipation, excitement.",0.825478664
28774-228361,26:18.0,Survey,2,36,1,35,02:06.2,4,0,7,"rushing, stressed, little stomach pain ",0.196220408
28774-228361,50:24.0,Survey,2,37,1,36,01:42.6,4,0,5,"feeling rushed, stressed, hopeful ",0.33942247
28774-228361,48:12.0,Survey,2,38,1,37,02:24.6,5,1,3,"awakened by this notification, feeling refreshed but still sleepy",0.591564929
28774-228361,23:41.0,Survey,2,39,1,38,02:58.2,5,1,6,feeling a bit wound up after  a long intense conversation. Feeling sharp and well.,0.777216053
28774-228361,57:27.0,Survey,2,40,1,39,01:42.7,6,2,5,"excited, fulfilled, fresh, happy",0.866647422
28774-228361,36:55.0,Survey,2,41,1,40,02:19.8,4,0,7,"busy, pressure, staying positive ",0.287737069
28774-228361,18:55.0,Survey,2,42,1,41,02:44.5,5,1,4,"sleepy, warm and relaxed ",0.594248481
28774-228361,52:26.0,Survey,2,43,1,42,02:00.9,4,0,6,"busy, trying new things, happy and a little disappointed ",0.871451464
28774-228361,34:50.0,Survey,2,44,1,43,01:32.4,5,1,6,"calm, focused, confident ",0.791410926
28774-228361,50:08.0,Survey,2,45,1,44,02:26.9,3,1,6,"preparing, searching, learning, hot.",0.844702615
28774-228361,49:40.0,Survey,2,46,1,45,02:43.4,2,2,5,"nausea, headache, feeling slightly better physically.",0.238055139
28774-228361,34:50.0,Survey,2,47,1,46,02:46.9,4,0,6,"angry, confrontational, backed up, understanding.",0.712170099
28774-228361,41:26.0,Survey,2,48,1,47,03:09.3,3,1,3,"exhausted, happy, looking forward to showering later on.",0.795672096
28774-228361,07:43.0,Survey,2,50,1,48,02:19.7,5,1,5,"struggling with last chores of the day, ready to relax, looking forward to an hour's time from now.",0.549374361
28774-228361,59:22.0,Survey,2,51,1,49,02:01.1,3,1,5,"upset stomach, positive, busy, warm",0.825458049
28774-228361,42:43.0,Survey,2,52,1,50,01:04.0,3,1,6,focused ,0.607413753
28774-228361,39:11.0,Survey,2,53,1,51,02:19.5,5,1,3,yearning for weekend ,0.722594378
28774-228361,25:11.0,Survey,2,54,1,52,01:21.6,5,1,5,"unwinding, tired, ready for the weekend.",0.640196923
28774-228361,55:45.0,Survey,2,55,1,53,01:36.6,5,1,5,"hungry, exhausted, loved",0.813938167
28774-228361,52:52.0,Survey,2,56,1,54,02:15.5,5,1,5,"Hot, heatwave, relaxing in pool, annoyed wasps, ",0.644432374
28774-228361,44:51.0,Survey,2,57,1,55,01:29.3,6,2,5,"relaxed, sleepy, happy, good",0.937479909
28774-228361,07:22.0,Survey,2,58,1,56,01:38.4,6,2,2,"relaxing, no pressure, feeling good ",0.879689085
28774-228361,45:54.0,Survey,2,59,1,57,01:32.8,6,2,3,sleepy head,0.395746685
28774-228361,42:05.0,Survey,2,60,1,58,01:11.5,6,2,5,"fulfilled, happy, relaxed ",0.936949301
28774-228361,53:46.0,Survey,2,61,1,59,01:58.8,4,0,5,"anticipation, relaxed, carefree, cared for, loved.",0.857587786
28774-228361,24:09.0,Survey,2,62,1,60,01:36.8,5,1,4,"refreshed, hungry, fun.",0.885327432
28774-228361,20:14.0,Survey,2,63,1,61,02:15.3,5,1,5,"improving, less stomach pain, happy, loved",0.952423755
28774-228361,28:00.0,Survey,2,64,1,62,01:25.8,6,2,5,"cooking, happy, joy, hungry, feeling lucky",0.916757546
28774-228361,27:17.0,Survey,2,65,1,63,01:27.0,5,1,6,"fresh, clean, relaxed, good ",0.875983745
28774-228361,27:02.0,Survey,2,66,1,64,01:52.4,5,1,6,"energetic, concentrating, focused, enjoying ",0.856969424
28774-228361,55:42.0,Survey,2,67,1,65,01:39.9,3,1,6,"stomach aches, studying, concentrating, focused.",0.392693137
28774-228361,02:48.0,Survey,2,68,1,66,01:23.8,4,0,6,"hyper, need to slow down, surprised.",0.328962897
28774-228361,28:45.0,Survey,2,69,1,67,02:12.4,5,1,3,"persistent, confident ",0.809865934
28774-228361,21:36.0,Survey,2,70,1,68,01:31.6,5,1,6,"concentrating, focusing, fidgeting, warm",0.537303157
28774-228361,12:59.0,Survey_Sleep,2,8,1,8,03:01.4,5,1,6,"busy, doing your follow up study right now. Eager to get on with it. Feeling well",0.631676518
